,Id,Name,Playlist_Id,Album_Id,Date_added,Duration,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Mode,Track_Number,cluster
1,14EeHJP2ZhOqabZgCAF27r,Artichaut,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,265093.0,0.0,0.695,0.879,-5.655,0.16,0.223,0.19699999999999998,0.6890000000000001,0.91,203.886,4,1,2.0,4
2,4iGiK3PUx1r9G6N3vkQERe,Extra Mile,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,305280.0,0.0,0.69,0.722,-5.898,0.261,0.268,0.000529,0.935,0.6609999999999999,175.889,0,1,3.0,4
3,2KTHFxwHv1eUUALTx7uBei,AAA (Triple A),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,204026.0,15.0,0.6709999999999999,0.8059999999999999,-5.6320000000000014,0.0777,0.0564,3.42e-06,0.7390000000000001,0.8690000000000001,129.98,7,1,4.0,4
9,1Z0UlpDHhTmRRF2p5aZPa7,Vive le swing (Gabin Brassy Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,266133.0,0.0,0.7859999999999999,0.831,-5.62,0.12,0.0724,0.0,0.853,0.799,117.964,10,0,10.0,4
14,6tAcwhl5cTJOEiEdHc9Ra8,Didn't It Rain (Minimatic Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,291013.0,0.0,0.78,0.898,-6.223,0.0979,0.0462,0.0616,0.657,0.8190000000000001,99.98299999999999,11,0,15.0,4
218,6Yu1OL8I0D4vjOzYdsXYGK,12:51,5mLQ2pzeGmEwuc7NFrsmp6,3HFbH1loOUbqCyPsLuHLLh,2016-11-01T17:28:06Z,153133.0,56.0,0.452,0.889,-3.838,0.0379,0.312,0.8,0.5579999999999999,0.591,145.056,4,1,4.0,4
231,2IPHlzIXgWrsMOZJvDrDdY,Mon amant de St Jean,5mLQ2pzeGmEwuc7NFrsmp6,7fleCuqfNLyfN9TOaVEiBM,2016-11-01T17:58:05Z,181920.0,0.0,0.319,0.85,-7.5870000000000015,0.209,0.541,0.0,0.871,0.555,162.797,9,0,3.0,4
254,5HKnWZRsDyGIrb6obvD0Yq,The Writing's on the Wall,5mLQ2pzeGmEwuc7NFrsmp6,3w6EJnnZ02Ntu7dCu9rs0F,2016-11-02T10:09:33Z,214706.0,0.0,0.547,0.9670000000000001,-3.648,0.0534,0.0198,0.000424,0.721,0.662,103.02600000000001,7,1,2.0,4
263,6gobLJ63a1TNrSrU53tSj5,We're from Barcelona,5mLQ2pzeGmEwuc7NFrsmp6,0zbZ29KUQGBXvv8RpeXP3L,2016-11-02T12:50:32Z,182426.0,37.0,0.59,0.93,-4.2589999999999995,0.0374,0.0984,0.0033200000000000005,0.7859999999999999,0.9540000000000001,119.92299999999999,5,1,3.0,4
296,6gobLJ63a1TNrSrU53tSj5,We're from Barcelona,7nW9BlocQCzpeLwufiJ4RJ,0zbZ29KUQGBXvv8RpeXP3L,2016-12-02T18:24:01Z,182426.0,37.0,0.59,0.93,-4.2589999999999995,0.0374,0.0984,0.0033200000000000005,0.7859999999999999,0.9540000000000001,119.92299999999999,5,1,3.0,4
305,2IPHlzIXgWrsMOZJvDrDdY,Mon amant de St Jean,7nW9BlocQCzpeLwufiJ4RJ,7fleCuqfNLyfN9TOaVEiBM,2016-12-02T18:24:01Z,181920.0,0.0,0.319,0.85,-7.5870000000000015,0.209,0.541,0.0,0.871,0.555,162.797,9,0,3.0,4
321,5HKnWZRsDyGIrb6obvD0Yq,The Writing's on the Wall,7nW9BlocQCzpeLwufiJ4RJ,3w6EJnnZ02Ntu7dCu9rs0F,2016-12-02T18:24:01Z,214706.0,0.0,0.547,0.9670000000000001,-3.648,0.0534,0.0198,0.000424,0.721,0.662,103.02600000000001,7,1,2.0,4
340,6Yu1OL8I0D4vjOzYdsXYGK,12:51,7nW9BlocQCzpeLwufiJ4RJ,3HFbH1loOUbqCyPsLuHLLh,2016-12-02T18:24:01Z,153133.0,56.0,0.452,0.889,-3.838,0.0379,0.312,0.8,0.5579999999999999,0.591,145.056,4,1,4.0,4
390,2IPHlzIXgWrsMOZJvDrDdY,Mon amant de St Jean,4uBsB8VrlhHkN9Zazl0hO8,7fleCuqfNLyfN9TOaVEiBM,2016-04-19T15:59:38Z,181920.0,0.0,0.319,0.85,-7.5870000000000015,0.209,0.541,0.0,0.871,0.555,162.797,9,0,3.0,4
431,30RN3lQwxDBiF5iie6Cmq9,"Sonata in C Major for Piano, Hob. XVI/50: III. Allegro molto",7sKPU13AfyV0yN60OYFELl,7l9xCYULcMHp8J2KrqE2pL,2015-10-26T15:22:18Z,157280.0,5.0,0.439,0.535,-24.099,0.161,0.983,0.8220000000000001,0.726,0.628,146.52100000000004,0,1,40.0,4
449,3Dnv944x31XU4FFMlkfnWN,"Whatever Will Be, Will Be (Que Sera, Sera) - Single Version",7bsAR19p7zO45OpIpiCqQB,4ZtM1Q25o7B11vrYKbOF0m,2015-09-29T10:07:18Z,124640.0,40.0,0.396,0.32,-13.210999999999999,0.0413,0.8640000000000001,0.0,0.599,0.713,175.75,9,1,15.0,4
454,4wWkSDHfrxEHubNiMHfJrD,Papa Loves Mambo,7bsAR19p7zO45OpIpiCqQB,2VQu22khauO9mkywpVR8mC,2015-09-29T10:16:10Z,161400.0,30.0,0.6629999999999999,0.48700000000000004,-10.562999999999999,0.0959,0.645,7.73e-06,0.71,0.833,81.028,0,1,4.0,4
535,3pCN6X0566rmU6P5ZgFIYu,bâtard,7EHzH8D5Fv7EWf76tDTSvH,4WW3ME0M2dUoAK5hmbXsN7,2015-01-02T10:00:12Z,208826.0,3.0,0.747,0.7509999999999999,-9.607000000000001,0.25,0.0471,0.0,0.746,0.759,126.045,0,0,3.0,4
551,2MV1c9NmpRSsyH5DwTNlTU,Summertime,7EHzH8D5Fv7EWf76tDTSvH,3XAyEMflBDI6eDhnKikvbd,2015-01-02T10:00:17Z,184813.0,0.0,0.579,0.667,-8.652999999999999,0.0703,0.0638,0.000618,0.545,0.467,120.085,0,0,6.0,4
651,5XN3OKHopwuQDAiP0Xbsab,L'envol,5Z8VUi5qQUVkO1HzuZXUq9,0AQU2cTRwdbTHkkJLmZZpG,2013-11-20T11:36:51Z,226429.0,29.0,0.5489999999999999,0.607,-6.1739999999999995,0.035,0.26899999999999996,0.35100000000000003,0.542,0.375,130.049,9,0,10.0,4
652,52GstNfYE0VLSqUGfaefLD,Sofa,5Z8VUi5qQUVkO1HzuZXUq9,0AQU2cTRwdbTHkkJLmZZpG,2013-11-20T11:36:51Z,50782.0,26.0,0.461,0.6659999999999999,-6.228,0.0308,0.000174,0.628,0.693,0.657,78.112,5,0,11.0,4
655,7pPi2lf9n8AEXJlx8AywA2,We Can Dance,5Z8VUi5qQUVkO1HzuZXUq9,0AQU2cTRwdbTHkkJLmZZpG,2013-11-20T11:36:51Z,262791.0,29.0,0.653,0.792,-4.387,0.10099999999999999,0.0958,0.0,0.606,0.5820000000000001,117.978,2,1,14.0,4
712,6eZQfvYBzMZUNs9jWuPEPU,Islàndia,5bI2Q0cfKkAtsuSt9jUeZc,3gs8OIClxblLpql17Eellv,2012-12-31T23:53:47Z,305760.0,0.0,0.179,0.55,-8.377,0.0551,0.182,0.0,0.436,0.292,62.254,4,0,5.0,4
763,3K8agZooR4RZLfyajS5rln,Logico Que Salga Mal,2VW0MLYsZGkVE101NEyrdc,3FNvb5ldbHkXYtphRcHzLM,2012-08-29T08:07:46Z,217293.0,0.0,0.38799999999999996,0.787,-5.382999999999999,0.0785,0.369,0.29,0.401,0.45,91.79299999999999,0,1,12.0,4
783,1gSI4LcxUHIqtHp93FAovT,Foxy & Billy,6S6YOHxtlap5BcYdl8MSZn,5dppFwagnwh2Q2vMkt41Dw,2012-08-15T11:17:00Z,200559.0,13.0,0.7,0.8170000000000001,-5.355,0.0408,0.0835,0.0,0.546,0.773,130.02,9,1,9.0,4
857,6il4ds0ZKYdRVnZHpVXk41,All I Want,0Kz18Qq6boSucTkU8R2aaF,1VjxGLvRuhTF6ebqWXYOrO,1970-01-01T00:00:00Z,113475.0,1.0,0.20600000000000002,0.977,-3.403,0.135,0.00878,0.0,0.657,0.5820000000000001,173.13400000000001,6,0,10.0,4
863,33MxZySx17wtJmXUeQwrdG,"Message In A Bottle - Live From River Plate Stadium, Buenos Aires",0Kz18Qq6boSucTkU8R2aaF,4V8Qkhow9Vy8CKJZ1M5Rpd,1970-01-01T00:00:00Z,300106.0,0.0,0.319,0.972,-3.9330000000000003,0.195,0.013999999999999999,1.83e-06,0.9740000000000001,0.33299999999999996,155.194,9,1,1.0,4
864,0A4Btqar6Y5B4hfs9pZnSE,"Every Breath You Take - Live From River Plate Stadium, Buenos Aires",0Kz18Qq6boSucTkU8R2aaF,4V8Qkhow9Vy8CKJZ1M5Rpd,1970-01-01T00:00:00Z,373573.0,0.0,0.568,0.877,-5.8210000000000015,0.105,0.165,2.3e-06,0.912,0.33,118.84,8,1,8.0,4
883,0lvqn48qvEJHI2gRvziibg,"Close To Me - Live At Zenith, Paris",0Kz18Qq6boSucTkU8R2aaF,2na3vPdnhVASki4NAyV6ja,1970-01-01T00:00:00Z,238266.0,22.0,0.535,0.638,-14.985,0.0355,0.0332,0.447,0.991,0.899,170.607,11,1,12.0,4
898,0zge3Oe6qU1jnvSgxDRQYU,The Joker,0Kz18Qq6boSucTkU8R2aaF,7kASxXIWWMoaHHS637Vome,1970-01-01T00:00:00Z,213480.0,51.0,0.415,0.551,-7.067,0.0821,0.4270000000000001,1.88e-06,0.5720000000000001,0.74,166.736,10,1,11.0,4
899,4Y6VzrcqjvRwD1wdBGFqaa,Paper Planes (Diplo Street Remix feat. Bun B & Rich Boy),0Kz18Qq6boSucTkU8R2aaF,3Q4AExMfGDlydTUPWiCOiK,1970-01-01T00:00:00Z,225440.0,34.0,0.369,0.8590000000000001,-5.739,0.316,0.0174,1.91e-06,0.711,0.431,85.48100000000002,2,1,3.0,4
932,29njOUf53Vc91WEeya44vO,Paint It Black - Live,0Kz18Qq6boSucTkU8R2aaF,5Lg8Jhz5OzfdmG4mQlFFes,1970-01-01T00:00:00Z,241250.0,0.0,0.28300000000000003,0.9279999999999999,-7.544,0.0726,0.0143,0.7909999999999999,0.985,0.375,160.65,9,0,11.0,4
950,6gobLJ63a1TNrSrU53tSj5,We're from Barcelona,0Kz18Qq6boSucTkU8R2aaF,0zbZ29KUQGBXvv8RpeXP3L,2010-05-05T11:57:47Z,182426.0,37.0,0.59,0.93,-4.2589999999999995,0.0374,0.0984,0.0033200000000000005,0.7859999999999999,0.9540000000000001,119.92299999999999,5,1,3.0,4
960,2dew46lc6JauQzhj6WQ2xa,Let's Twist Again,0Kz18Qq6boSucTkU8R2aaF,3ADzle3KinwX1czwEVAOGv,2010-05-18T09:41:25Z,139333.0,0.0,0.371,0.857,-8.866,0.142,0.135,8.09e-05,0.6759999999999999,0.715,178.045,4,1,8.0,4
961,5rDsAMjmB4Qa5WNciJPsfK,Tubthumping,0Kz18Qq6boSucTkU8R2aaF,6DUy5QdkKXI15NFbk3pYAZ,2010-05-18T09:44:06Z,234133.0,50.0,0.39399999999999996,0.9440000000000001,-8.082,0.18100000000000002,0.0906,0.0,0.473,0.616,207.687,2,1,19.0,4
970,7CAhxeaTYXn1qWNRkZl9ad,"Everybody's Talkin' - From ""Midnight Cowboy""",0Kz18Qq6boSucTkU8R2aaF,1tRXz3Sc9Er8uM6ZUHkiJj,2010-05-18T09:52:12Z,164906.0,13.0,0.41200000000000003,0.473,-10.964,0.037000000000000005,0.38299999999999995,8.41e-05,0.541,0.6759999999999999,124.411,4,1,3.0,4
981,5SEPHn2kcrgsi1ilpPS9s3,In The Shadows - Radio Edit,0Kz18Qq6boSucTkU8R2aaF,2QGTxp9WrNfUryOaDF1toY,2010-05-18T10:00:36Z,246735.0,5.0,0.601,0.78,-4.337,0.0276,9.58e-05,4.370000000000001e-05,0.562,0.752,105.99799999999999,2,1,2.0,4
994,0n0eMsX7WgEtc7dlscbuKU,Fly Away,0Kz18Qq6boSucTkU8R2aaF,1cW0de5T5fdedlS4YqvyCv,2010-05-18T10:11:45Z,221893.0,51.0,0.597,0.868,-5.096,0.0527,0.0214,0.0,0.664,0.7090000000000001,160.02200000000005,7,1,2.0,4
1037,2xFrnL8BYleBuxCQQCuho7,Mi calle,0Kz18Qq6boSucTkU8R2aaF,1xBU2JqWwf6qO2pGLuhycf,2011-03-23T12:02:05Z,162506.0,31.0,0.33399999999999996,0.684,-5.318,0.0302,0.33399999999999996,4.39e-06,0.52,0.871,96.555,8,1,9.0,4
1054,7eH9vfWNaplxjyjCx4ZTic,All She's Got,0Kz18Qq6boSucTkU8R2aaF,47wh50aG3MIgDpsMe5B7n7,2011-04-27T11:26:30Z,141933.0,0.0,0.544,0.956,-4.2589999999999995,0.08800000000000001,0.000493,0.0,0.625,0.711,120.133,11,1,11.0,4
1060,0HwbIdNwB66l2VBFVN19FZ,Can't Take My Eyes Off You,0Kz18Qq6boSucTkU8R2aaF,5VNZN3Z19EUyeEax31nAee,2011-05-17T13:57:14Z,191720.0,0.0,0.6409999999999999,0.424,-9.946,0.0338,0.32,1.84e-05,0.573,0.624,124.46799999999999,0,1,11.0,4
1073,4hQo1ME4xT42RV1nz7UNkK,El Hombre Del Piano,0Kz18Qq6boSucTkU8R2aaF,3YIcphCTjJcjbpMnHFPGmW,2011-05-17T14:02:09Z,312600.0,35.0,0.239,0.418,-11.612,0.0433,0.391,0.0,0.972,0.289,175.868,4,1,8.0,4
1075,5T6i2arPW5u6df4jBf7vDT,Paraules D'Amor - En Directo,0Kz18Qq6boSucTkU8R2aaF,5uc1F7ZXMeGxgvfp9z7W8G,2011-05-17T14:02:09Z,233226.0,27.0,0.34,0.308,-11.036,0.0383,0.9179999999999999,0.0,0.755,0.179,80.42399999999998,0,1,10.0,4
1076,0Tg8pBqXzfinx3ts9fcnBg,Mediterraneo - En Directo,0Kz18Qq6boSucTkU8R2aaF,5uc1F7ZXMeGxgvfp9z7W8G,2011-05-17T14:02:09Z,247680.0,32.0,0.596,0.7190000000000001,-5.13,0.11800000000000001,0.778,0.0,0.975,0.5820000000000001,84.164,9,0,10.0,4
1077,2miwvRZd8GDR80dJPEZP6R,Lucia - En Directo,0Kz18Qq6boSucTkU8R2aaF,5uc1F7ZXMeGxgvfp9z7W8G,2011-05-17T14:02:09Z,194893.0,31.0,0.45399999999999996,0.34600000000000003,-11.065999999999999,0.0442,0.902,2.66e-06,0.929,0.184,112.321,0,0,12.0,4
1078,5HmYuJIqLEXOa9i4YQJWoQ,Cantares - En Directo,0Kz18Qq6boSucTkU8R2aaF,5uc1F7ZXMeGxgvfp9z7W8G,2011-05-17T14:02:09Z,196200.0,49.0,0.545,0.6809999999999999,-5.754,0.152,0.6990000000000001,0.0,0.985,0.502,121.855,7,1,2.0,4
1089,5PIryoZ1laEtCJ6Xi7Rcyk,Ojitos Rojos - Directo,0Kz18Qq6boSucTkU8R2aaF,2wWIe9TsnHWEcWWzwfzALC,2011-05-17T14:02:09Z,267906.0,36.0,0.488,0.953,-3.391,0.0973,0.364,0.0,0.966,0.6990000000000001,140.22,11,0,13.0,4
1090,5T5MsSg4xXYXd1rrnC5VwM,El Yonki (Directo),0Kz18Qq6boSucTkU8R2aaF,2wWIe9TsnHWEcWWzwfzALC,2011-05-17T14:02:09Z,188786.0,30.0,0.275,0.8029999999999999,-5.765,0.0494,0.0329,1.31e-06,0.469,0.539,166.855,0,1,14.0,4
1097,5tPGsnsuPrzbAMzUNWmx44,Por el bulevar de los sueños rotos - con Joaquin Sabina - Las Ventas 08,0Kz18Qq6boSucTkU8R2aaF,3boZLCdZ5TlWlw7q9crFUq,2011-05-17T14:02:09Z,274459.0,42.0,0.584,0.9840000000000001,-5.57,0.251,0.0306,0.0,0.9840000000000001,0.363,125.985,4,1,21.0,4
1108,0FtwJkdBXBHZ4Yy20Xt56u,Pedazo de morrón,0Kz18Qq6boSucTkU8R2aaF,7hwGksKIvfyqDj6iAAm1LV,2011-05-17T14:02:09Z,218493.0,35.0,0.425,0.84,-3.471,0.213,0.0207,0.0,0.6829999999999999,0.653,94.384,2,1,3.0,4
1110,77BPZeWPRSzEmuGMeaxRB9,Dolores Se Llamaba Lola - Live,0Kz18Qq6boSucTkU8R2aaF,019W9SmD7B6UJrVmYAamuj,2011-05-17T14:02:09Z,242666.0,24.0,0.265,0.94,-9.058,0.0491,0.00024300000000000002,0.000234,0.382,0.313,103.16,9,1,5.0,4
1118,4jJGiNGzoUV4uacldNW5Qb,La flama,0Kz18Qq6boSucTkU8R2aaF,2r4JhlakaroVwEGcLKU0Eu,2011-05-17T14:03:01Z,212520.0,43.0,0.48700000000000004,0.813,-6.426,0.0349,0.0161,2.32e-06,0.727,0.45299999999999996,93.609,7,1,4.0,4
1130,54gSy29f3JqayWXkKlHfUi,L'empordà,0Kz18Qq6boSucTkU8R2aaF,7c4pgEdNxDkQ5L3RKNhZVY,2011-05-17T14:03:01Z,228453.0,0.0,0.61,0.5710000000000001,-8.99,0.0573,0.461,0.000113,0.715,0.623,132.629,4,1,6.0,4
1131,5JG8QkylPewuE7i5UVNkbQ,El Boig De La Ciutat,0Kz18Qq6boSucTkU8R2aaF,02g2io3DYIwKid6WytSfcr,2011-05-17T14:03:01Z,228053.0,0.0,0.486,0.7390000000000001,-5.425,0.0305,0.387,0.0944,0.978,0.331,131.936,7,1,10.0,4
1132,1wS9Fh0T9BPmb4kpQa52EG,Bon dia,0Kz18Qq6boSucTkU8R2aaF,7c4pgEdNxDkQ5L3RKNhZVY,2011-05-17T14:03:01Z,244480.0,0.0,0.531,0.687,-6.575,0.0303,0.0104,0.48,0.6709999999999999,0.727,135.259,9,1,15.0,4
1143,1ia819gHWbLBBYHqK76Yg8,Alegria,0Kz18Qq6boSucTkU8R2aaF,0GMjpYYmcZv2SUBJlXwgX4,2011-05-17T14:03:01Z,195306.0,41.0,0.578,0.8759999999999999,-7.1960000000000015,0.0442,0.07400000000000001,4.57e-05,0.7879999999999999,0.754,110.04799999999999,2,1,2.0,4
1157,3APayTEWiUl9Ssep4BOXR2,Torn,0Kz18Qq6boSucTkU8R2aaF,5snQakFpbHsJmrAvhgeuHX,2011-05-17T14:17:29Z,244813.0,66.0,0.5589999999999999,0.9279999999999999,-3.04,0.0355,0.0746,5.56e-05,0.696,0.599,96.315,5,1,3.0,4
